Conversion_ID,Campaign_ID,Customer_ID,Conversion_Date,Conversion_Type,Revenue,Order_Value,Product_Category,Device_Type,Payment_Method,Conversion_Status,Is_New_Customer
CONV08620,CMP187,CUST00595,2025-07-14,Purchase,5752.61,5752.61,Electronics,Tablet,Cash on Delivery,Completed,No
CONV08621,CMP038,CUST03731,2025-02-07,Subscription,1066.05,1066.05,Beauty,Mobile,Wallet,Completed,Yes
CONV08622,CMP071,CUST07342,2025-11-07,Lead,0.00,0.00,Electronics,Mobile,Wallet,Completed,No
CONV08623,CMP132,CUST06132,2025-12-24,Purchase,1500.99,1500.99,Fitness,Desktop,UPI,Completed,No
CONV08624,CMP134,CUST05124,2025-02-26,Purchase,736.56,736.56,Grocery,Desktop,UPI,Completed,No
CONV08625,CMP013,CUST03562,2025-01-17,Purchase,0.00,1275.18,Beauty,Mobile,Cash on Delivery,Pending,Yes
CONV08626,CMP128,CUST09482,2025-08-16,Purchase,0.00,658.60,Home & Kitchen,Mobile,UPI,Cancelled,Yes
CONV08627,CMP168,CUST06665,2025-12-13,Purchase,1704.27,1704.27,Beauty,Desktop,UPI,Completed,No
CONV08628,CMP144,CUST08657,2025-12-10,Lead,250.00,250.00,Electronics,Desktop,UPI,Completed,No
CONV08629,CMP108,CUST06293,2025-12-19,Subscription,446.85,446.85,Grocery,Desktop,Credit Card,Completed,Yes
CONV08630,CMP177,CUST02371,2025-09-16,Purchase,1071.44,1071.44,Grocery,Desktop,Cash on Delivery,Completed,Yes
CONV08631,CMP180,CUST02683,2025-12-28,Purchase,844.43,844.43,Books,Desktop,UPI,Completed,Yes
CONV08632,CMP100,CUST01205,2025-04-25,Purchase,624.84,624.84,Grocery,Mobile,Wallet,Completed,No
CONV08633,CMP178,CUST08998,2025-10-14,Purchase,1190.13,1190.13,Home & Kitchen,Mobile,UPI,Completed,Yes
CONV08634,CMP015,CUST05653,2025-03-19,Lead,0.00,0.00,Fitness,Desktop,Wallet,Completed,No
CONV08635,CMP156,CUST04681,2025-12-25,Purchase,930.10,930.10,Fashion,Mobile,Debit Card,Completed,No
CONV08636,CMP176,CUST07293,2025-08-11,Purchase,4279.24,4279.24,Electronics,Mobile,Credit Card,Completed,No
CONV08637,CMP172,CUST08418,2025-04-15,Purchase,1526.14,1526.14,Beauty,Desktop,UPI,Completed,No
CONV08638,CMP111,CUST01543,2025-03-19,Purchase,1594.49,1594.49,Beauty,Mobile,UPI,Completed,No
CONV08639,CMP062,CUST00506,2025-02-14,Lead,0.00,0.00,Fitness,Mobile,Net Banking,Completed,Yes
CONV08640,CMP136,CUST03118,2025-04-08,App Signup,0.00,0.00,Fashion,Mobile,Credit Card,Refunded,No
CONV08641,CMP067,CUST05374,2025-07-10,Purchase,1075.83,1075.83,Personal Care,Mobile,Credit Card,Completed,No
CONV08642,CMP185,CUST02890,2025-05-08,Purchase,1587.12,1587.12,Beauty,Mobile,Debit Card,Completed,Yes
CONV08643,CMP184,CUST02432,2025-04-27,Purchase,997.40,997.40,Grocery,Mobile,UPI,Completed,No
CONV08644,CMP055,CUST03090,2025-07-14,Purchase,756.74,756.74,Books,Mobile,Credit Card,Completed,Yes
CONV08645,CMP062,CUST00541,2025-02-18,Purchase,1056.06,1056.06,Home & Kitchen,Mobile,Net Banking,Completed,Yes
CONV08646,CMP157,CUST03529,2025-01-17,Purchase,650.67,650.67,Books,Mobile,Wallet,Completed,Yes
CONV08647,CMP092,CUST07828,2025-08-13,Subscription,860.58,860.58,Personal Care,Mobile,Net Banking,Completed,No
CONV08648,CMP200,CUST01087,2025-08-17,Subscription,835.94,835.94,Grocery,Mobile,Credit Card,Completed,No
CONV08649,CMP179,CUST04150,2025-11-17,Purchase,306.18,306.18,Personal Care,Tablet,Wallet,Completed,No
CONV08650,CMP151,CUST02857,2025-07-28,Purchase,0.00,3922.51,Home & Kitchen,Mobile,UPI,Pending,No
CONV08651,CMP101,CUST06427,2025-05-15,Purchase,1828.82,1828.82,Beauty,Desktop,UPI,Completed,Yes
CONV08652,CMP188,CUST05097,2025-08-18,Subscription,0.00,2650.32,Beauty,Mobile,UPI,Cancelled,No
CONV08653,CMP038,CUST05865,2025-02-27,Purchase,163.45,1266.51,Beauty,Mobile,UPI,Refunded,Yes
CONV08654,CMP009,CUST08415,2025-09-16,App Signup,0.00,0.00,Personal Care,Mobile,Net Banking,Refunded,No
CONV08655,CMP056,CUST04320,2025-08-16,Purchase,2656.38,2656.38,Electronics,Mobile,UPI,Completed,No
CONV08656,CMP024,CUST05024,2025-12-20,Purchase,337.29,337.29,Grocery,Mobile,Credit Card,Completed,Yes
CONV08657,CMP132,CUST05372,2025-12-11,Purchase,300.14,300.14,Personal Care,Mobile,UPI,Completed,No
CONV08658,CMP009,CUST06429,2025-09-08,Lead,0.00,0.00,Beauty,Mobile,Net Banking,Completed,No
CONV08659,CMP022,CUST02344,2025-10-13,Purchase,1188.21,1188.21,Personal Care,Desktop,Credit Card,Completed,Yes
CONV08660,CMP194,CUST04014,2025-02-03,Subscription,599.88,599.88,Beauty,Mobile,UPI,Completed,No
CONV08661,CMP164,CUST05630,2025-08-14,Purchase,3634.52,3634.52,Home & Kitchen,Mobile,UPI,Completed,Yes
CONV08662,CMP064,CUST08575,2025-04-14,Purchase,4377.81,4377.81,Electronics,Desktop,Credit Card,Completed,No
CONV08663,CMP034,CUST09097,2025-10-10,Purchase,5909.86,5909.86,Fitness,Mobile,UPI,Completed,No
CONV08664,CMP032,CUST05778,2025-08-24,Purchase,2010.35,2010.35,Home & Kitchen,Mobile,Cash on Delivery,Completed,No
CONV08665,CMP037,CUST08933,2025-01-09,Purchase,0.00,1768.16,Fitness,Mobile,UPI,Cancelled,No
CONV08666,CMP165,CUST08253,2025-09-14,Purchase,717.30,717.30,Personal Care,Mobile,Cash on Delivery,Completed,Yes
CONV08667,CMP183,CUST06000,2025-03-13,Lead,250.00,250.00,Personal Care,Mobile,Cash on Delivery,Completed,No
CONV08668,CMP055,CUST04292,2025-07-12,Purchase,3881.80,3881.80,Electronics,Desktop,Credit Card,Completed,No
CONV08669,CMP121,CUST01162,2025-01-04,Purchase,1591.95,1591.95,Personal Care,Desktop,Credit Card,Completed,Yes
CONV08670,CMP112,CUST02311,2025-04-04,Purchase,5599.54,5599.54,Electronics,Desktop,UPI,Completed,No
CONV08671,CMP120,CUST03902,2025-12-05,App Signup,250.00,250.00,Electronics,Desktop,Wallet,Completed,No
CONV08672,CMP015,CUST04633,2025-03-17,Purchase,1569.44,1569.44,Beauty,Mobile,Debit Card,Completed,Yes
CONV08673,CMP122,CUST06654,2025-02-07,Purchase,918.16,918.16,Fashion,Mobile,UPI,Completed,No
CONV08674,CMP079,CUST01805,2025-07-13,Purchase,1067.15,1067.15,Beauty,Desktop,Net Banking,Completed,Yes
CONV08675,CMP081,CUST04873,2025-09-11,Lead,250.00,250.00,Beauty,Mobile,Cash on Delivery,Completed,Yes
CONV08676,CMP171,CUST03419,2025-03-18,Purchase,4902.29,4902.29,Home & Kitchen,Mobile,Debit Card,Completed,No
CONV08677,CMP115,CUST07139,2025-07-20,Purchase,526.10,526.10,Books,Mobile,UPI,Completed,Yes
CONV08678,CMP059,CUST03704,2025-11-16,App Signup,0.00,0.00,Fashion,Mobile,Wallet,Completed,No
CONV08679,CMP192,CUST02316,2025-12-16,Purchase,0.00,2821.95,Home & Kitchen,Mobile,UPI,Pending,No
CONV08680,CMP004,CUST08222,2025-04-22,Purchase,1001.12,1001.12,Books,Mobile,Debit Card,Completed,Yes
CONV08681,CMP081,CUST08079,2025-09-05,Purchase,274.05,274.05,Grocery,Desktop,Wallet,Completed,No
CONV08682,CMP169,CUST06796,2025-01-12,Purchase,720.73,720.73,Grocery,Desktop,Credit Card,Completed,No
CONV08683,CMP134,CUST02508,2025-02-26,Purchase,4148.51,4148.51,Electronics,Desktop,UPI,Completed,No
CONV08684,CMP039,CUST05019,2025-03-15,Purchase,1033.47,1033.47,Books,Mobile,UPI,Completed,No
CONV08685,CMP199,CUST09125,2025-07-13,Purchase,1959.67,1959.67,Fashion,Mobile,Credit Card,Completed,No
CONV08686,CMP134,CUST04486,2025-02-25,Purchase,1997.59,1997.59,Fashion,Desktop,Debit Card,Completed,No
CONV08687,CMP068,CUST03645,2025-08-10,Purchase,0.00,1222.96,Home & Kitchen,Mobile,Wallet,Cancelled,Yes
CONV08688,CMP052,CUST08697,2025-04-21,Purchase,1940.38,1940.38,Fashion,Mobile,Credit Card,Completed,Yes
CONV08689,CMP161,CUST00185,2025-05-21,Purchase,7009.41,7009.41,Electronics,Desktop,Credit Card,Completed,Yes
CONV08690,CMP124,CUST00489,2025-04-23,Purchase,2213.77,2213.77,Fashion,Desktop,UPI,Completed,Yes
CONV08691,CMP066,CUST06088,2025-06-07,Subscription,3034.04,3034.04,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV08692,CMP040,CUST03905,2025-04-23,Purchase,4130.24,4130.24,Electronics,Mobile,Debit Card,Completed,Yes
CONV08693,CMP194,CUST04713,2025-02-19,Purchase,173.01,7211.82,Electronics,Mobile,Wallet,Refunded,No
CONV08694,CMP115,CUST07432,2025-07-08,Purchase,917.87,917.87,Fitness,Mobile,UPI,Completed,No
CONV08695,CMP033,CUST04678,2025-09-04,Purchase,256.85,256.85,Books,Tablet,Credit Card,Completed,Yes
CONV08696,CMP059,CUST09948,2025-11-19,Purchase,1567.41,1567.41,Fitness,Mobile,UPI,Completed,No
CONV08697,CMP136,CUST08925,2025-04-13,Lead,0.00,500.00,Grocery,Mobile,UPI,Cancelled,No
CONV08698,CMP187,CUST01195,2025-07-17,Purchase,1715.18,1715.18,Fashion,Desktop,UPI,Completed,No
CONV08699,CMP124,CUST04917,2025-04-26,Purchase,1.43,904.48,Fitness,Mobile,UPI,Refunded,Yes
CONV08700,CMP153,CUST08003,2025-09-17,Purchase,1224.59,1224.59,Beauty,Mobile,Net Banking,Completed,No
CONV08701,CMP064,CUST09492,2025-04-17,Purchase,2501.34,2501.34,Home & Kitchen,Mobile,Cash on Delivery,Completed,No
CONV08702,CMP092,CUST01797,2025-08-22,Purchase,1291.82,1291.82,Books,Desktop,UPI,Completed,No
CONV08703,CMP131,CUST05969,2025-11-12,Purchase,1001.17,1001.17,Books,Mobile,UPI,Completed,No
CONV08704,CMP100,CUST02680,2025-04-25,Subscription,1346.16,1346.16,Grocery,Desktop,UPI,Completed,No
CONV08705,CMP025,CUST07960,2025-01-07,App Signup,500.00,500.00,Fitness,Mobile,Credit Card,Completed,No
CONV08706,CMP005,CUST08351,2025-05-09,Purchase,4495.06,4495.06,Home & Kitchen,Mobile,UPI,Completed,No
CONV08707,CMP143,CUST03487,2025-11-14,Purchase,5299.67,5299.67,Electronics,Mobile,UPI,Completed,No
CONV08708,CMP185,CUST02127,2025-05-14,Purchase,91.20,4430.17,Fitness,Mobile,Debit Card,Refunded,No
CONV08709,CMP005,CUST01136,2025-05-26,Purchase,257.21,257.21,Personal Care,Mobile,UPI,Completed,Yes
CONV08710,CMP034,CUST05412,2025-10-21,Purchase,2404.89,2404.89,Fashion,Mobile,UPI,Completed,No
CONV08711,CMP047,CUST03226,2025-11-14,Purchase,968.08,968.08,Grocery,Tablet,Credit Card,Completed,No
CONV08712,CMP141,CUST07783,2025-09-16,Purchase,4323.50,4323.50,Electronics,Mobile,UPI,Completed,No
CONV08713,CMP057,CUST07861,2025-09-19,Purchase,78.69,1882.64,Beauty,Mobile,UPI,Refunded,No
CONV08714,CMP010,CUST04603,2025-10-03,Purchase,2140.29,2140.29,Fitness,Mobile,Net Banking,Completed,No
CONV08715,CMP156,CUST06008,2025-12-22,Purchase,2852.81,2852.81,Electronics,Mobile,UPI,Completed,No
CONV08716,CMP165,CUST05368,2025-09-13,Purchase,1661.11,1661.11,Beauty,Tablet,Credit Card,Completed,No
CONV08717,CMP137,CUST05367,2025-05-15,Purchase,1965.49,1965.49,Beauty,Mobile,Credit Card,Completed,No
CONV08718,CMP096,CUST07638,2025-12-27,Purchase,5467.56,5467.56,Electronics,Mobile,Credit Card,Completed,No
CONV08719,CMP130,CUST01819,2025-10-25,Purchase,6808.90,6808.90,Electronics,Mobile,Credit Card,Completed,No
CONV08720,CMP149,CUST09918,2025-05-20,Purchase,6631.81,6631.81,Electronics,Mobile,Wallet,Completed,Yes
CONV08721,CMP145,CUST06818,2025-01-15,Purchase,2045.14,2045.14,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV08722,CMP135,CUST04975,2025-03-29,App Signup,250.00,250.00,Personal Care,Mobile,Cash on Delivery,Completed,No
CONV08723,CMP062,CUST07116,2025-02-13,Lead,250.00,250.00,Books,Desktop,Net Banking,Completed,No
CONV08724,CMP123,CUST06626,2025-03-16,Purchase,7599.72,7599.72,Electronics,Desktop,UPI,Completed,No
CONV08725,CMP181,CUST09063,2025-01-19,Lead,0.00,0.00,Grocery,Mobile,Net Banking,Completed,No
CONV08726,CMP153,CUST01196,2025-09-20,Purchase,1903.35,1903.35,Fashion,Mobile,UPI,Completed,No
CONV08727,CMP162,CUST03256,2025-06-09,Purchase,2028.03,2028.03,Fitness,Mobile,Debit Card,Completed,No
CONV08728,CMP035,CUST08410,2025-11-11,Purchase,508.05,508.05,Grocery,Mobile,Wallet,Completed,No
CONV08729,CMP012,CUST03386,2025-12-08,Purchase,3336.13,3336.13,Home & Kitchen,Mobile,UPI,Completed,Yes
CONV08730,CMP014,CUST09241,2025-02-05,Purchase,1891.95,1891.95,Home & Kitchen,Desktop,UPI,Completed,Yes
CONV08731,CMP038,CUST04759,2025-02-10,Purchase,1244.83,1244.83,Beauty,Mobile,UPI,Completed,No
CONV08732,CMP100,CUST01162,2025-04-11,Purchase,611.08,611.08,Grocery,Mobile,UPI,Completed,No
CONV08733,CMP039,CUST00917,2025-03-09,Purchase,5413.57,5413.57,Electronics,Mobile,Cash on Delivery,Completed,No
CONV08734,CMP007,CUST00656,2025-07-21,Lead,0.00,0.00,Electronics,Desktop,Debit Card,Completed,Yes
CONV08735,CMP125,CUST07412,2025-05-12,Purchase,566.40,566.40,Personal Care,Desktop,Credit Card,Completed,Yes
CONV08736,CMP143,CUST03304,2025-11-13,Purchase,842.34,842.34,Beauty,Mobile,UPI,Completed,No
CONV08737,CMP099,CUST01397,2025-03-18,Purchase,2603.37,2603.37,Electronics,Mobile,Cash on Delivery,Completed,No
CONV08738,CMP110,CUST07813,2025-02-06,Purchase,138.00,138.00,Fashion,Desktop,Wallet,Completed,No
CONV08739,CMP126,CUST09813,2025-06-14,Purchase,2171.86,2171.86,Beauty,Mobile,Credit Card,Completed,No
CONV08740,CMP103,CUST07131,2025-07-17,Purchase,0.00,3239.05,Fitness,Desktop,UPI,Pending,No
CONV08741,CMP140,CUST04853,2025-08-19,Lead,500.00,500.00,Books,Mobile,Cash on Delivery,Completed,Yes
CONV08742,CMP090,CUST01159,2025-06-15,Purchase,652.95,652.95,Books,Mobile,UPI,Completed,No
CONV08743,CMP049,CUST09550,2025-01-02,Subscription,6516.20,6516.20,Electronics,Desktop,UPI,Completed,Yes
CONV08744,CMP134,CUST06989,2025-02-11,Lead,500.00,500.00,Beauty,Mobile,Credit Card,Completed,No
CONV08745,CMP128,CUST03034,2025-08-18,Purchase,1939.99,1939.99,Fitness,Desktop,Credit Card,Completed,No
CONV08746,CMP048,CUST02609,2025-12-15,Purchase,3957.26,3957.26,Electronics,Mobile,Wallet,Completed,No
CONV08747,CMP066,CUST08247,2025-06-17,Lead,250.00,250.00,Home & Kitchen,Mobile,Wallet,Completed,No
CONV08748,CMP190,CUST00076,2025-10-23,Purchase,2968.17,2968.17,Fitness,Mobile,UPI,Completed,No
CONV08749,CMP047,CUST09235,2025-11-25,Subscription,2255.85,2255.85,Fitness,Mobile,UPI,Completed,No
CONV08750,CMP105,CUST08670,2025-09-19,Subscription,138.00,138.00,Electronics,Mobile,UPI,Completed,No
CONV08751,CMP019,CUST04102,2025-07-06,App Signup,0.00,0.00,Personal Care,Desktop,Cash on Delivery,Completed,No
CONV08752,CMP005,CUST02779,2025-05-24,Purchase,2299.73,2299.73,Fitness,Mobile,UPI,Completed,Yes
CONV08753,CMP001,CUST00296,2025-01-26,Lead,500.00,500.00,Grocery,Mobile,Credit Card,Completed,No
CONV08754,CMP163,CUST09548,2025-07-12,Subscription,1219.02,1219.02,Electronics,Mobile,UPI,Completed,No
CONV08755,CMP061,CUST07007,2025-01-17,Purchase,2466.13,2466.13,Home & Kitchen,Mobile,UPI,Completed,No
CONV08756,CMP088,CUST08700,2025-04-30,Purchase,671.50,671.50,Books,Mobile,UPI,Completed,No
CONV08757,CMP055,CUST00973,2025-07-20,Purchase,2255.04,2255.04,Fashion,Mobile,UPI,Completed,No
CONV08758,CMP137,CUST07585,2025-05-13,Purchase,816.01,816.01,Books,Mobile,Net Banking,Completed,No
CONV08759,CMP014,CUST06806,2025-02-05,Purchase,599.37,599.37,Books,Desktop,Credit Card,Completed,No
CONV08760,CMP009,CUST01615,2025-09-17,Purchase,654.05,654.05,Fitness,Mobile,UPI,Completed,No
CONV08761,CMP198,CUST00154,2025-06-15,Purchase,585.25,585.25,Grocery,Mobile,UPI,Completed,Yes
CONV08762,CMP086,CUST00703,2025-02-12,Purchase,855.25,855.25,Beauty,Mobile,UPI,Completed,Yes
CONV08763,CMP124,CUST07490,2025-04-15,Lead,0.00,0.00,Beauty,Mobile,UPI,Completed,No
CONV08764,CMP050,CUST07315,2025-02-12,Purchase,4788.54,4788.54,Fitness,Mobile,Credit Card,Completed,No
CONV08765,CMP145,CUST09217,2025-01-13,Lead,0.00,0.00,Books,Desktop,Credit Card,Completed,Yes
CONV08766,CMP001,CUST06529,2025-01-26,Purchase,4432.87,4432.87,Electronics,Mobile,UPI,Completed,No
CONV08767,CMP008,CUST01072,2025-08-18,Purchase,580.21,580.21,Grocery,Desktop,Debit Card,Completed,No
CONV08768,CMP062,CUST02890,2025-02-05,Purchase,3173.25,3173.25,Fitness,Mobile,Net Banking,Completed,Yes
CONV08769,CMP197,CUST08738,2025-05-07,Purchase,157.50,157.50,Fashion,Desktop,UPI,Completed,Yes
CONV08770,CMP074,CUST09286,2025-02-14,Subscription,1181.19,1181.19,Fashion,Mobile,UPI,Completed,No
CONV08771,CMP181,CUST08113,2025-01-21,Purchase,1505.45,1505.45,Fitness,Mobile,UPI,Completed,No
CONV08772,CMP049,CUST05928,2025-01-14,Purchase,0.00,3098.64,Home & Kitchen,Mobile,Cash on Delivery,Cancelled,No
CONV08773,CMP165,CUST03195,2025-09-09,Purchase,972.31,972.31,Books,Mobile,Credit Card,Completed,Yes
CONV08774,CMP191,CUST05663,2025-11-26,Purchase,1328.97,1328.97,Personal Care,Desktop,Wallet,Completed,No
CONV08775,CMP127,CUST00815,2025-07-12,Purchase,0.00,1179.87,Grocery,Mobile,UPI,Cancelled,No
CONV08776,CMP068,CUST02870,2025-08-11,Purchase,55.94,3870.22,Home & Kitchen,Desktop,Credit Card,Refunded,No
CONV08777,CMP077,CUST05101,2025-05-07,Purchase,3011.11,3011.11,Fitness,Mobile,Debit Card,Completed,No
CONV08778,CMP016,CUST00031,2025-04-07,Purchase,1886.77,1886.77,Home & Kitchen,Desktop,Credit Card,Completed,No
CONV08779,CMP117,CUST01057,2025-09-17,Purchase,1742.81,1742.81,Electronics,Mobile,Net Banking,Completed,No
CONV08780,CMP164,CUST06454,2025-08-02,Purchase,2886.39,2886.39,Fashion,Tablet,Cash on Delivery,Completed,No
CONV08781,CMP028,CUST03673,2025-04-17,Purchase,1412.79,1412.79,Beauty,Mobile,Wallet,Completed,No
CONV08782,CMP110,CUST04628,2025-02-28,Purchase,439.18,439.18,Grocery,Mobile,Credit Card,Completed,No
CONV08783,CMP021,CUST04634,2025-09-12,Purchase,929.12,929.12,Fitness,Mobile,Wallet,Completed,No
CONV08784,CMP026,CUST08350,2025-02-08,Purchase,1212.33,1212.33,Fashion,Mobile,Credit Card,Completed,No
CONV08785,CMP174,CUST07028,2025-06-22,Purchase,521.48,521.48,Books,Mobile,UPI,Completed,No
CONV08786,CMP059,CUST00707,2025-11-17,Purchase,963.36,963.36,Grocery,Desktop,UPI,Completed,Yes
CONV08787,CMP048,CUST06334,2025-12-23,Purchase,1.29,1300.07,Personal Care,Mobile,Cash on Delivery,Refunded,No
CONV08788,CMP172,CUST00126,2025-04-14,Purchase,1885.95,1885.95,Fashion,Mobile,Cash on Delivery,Completed,Yes
CONV08789,CMP025,CUST06768,2025-01-21,Purchase,1014.26,1014.26,Beauty,Mobile,Cash on Delivery,Completed,Yes
CONV08790,CMP077,CUST09213,2025-05-16,Purchase,0.00,2498.54,Personal Care,Mobile,Net Banking,Pending,Yes
CONV08791,CMP069,CUST07126,2025-09-22,Subscription,3637.76,3637.76,Fitness,Mobile,Credit Card,Completed,No
CONV08792,CMP199,CUST01867,2025-07-11,Purchase,1494.33,1494.33,Grocery,Mobile,Credit Card,Completed,No
CONV08793,CMP057,CUST08083,2025-09-29,Purchase,168.00,168.00,Electronics,Mobile,UPI,Completed,No
CONV08794,CMP179,CUST05094,2025-11-27,Purchase,1673.65,1673.65,Fashion,Mobile,Wallet,Completed,No
CONV08795,CMP026,CUST00521,2025-02-13,Purchase,6586.61,6586.61,Electronics,Mobile,Wallet,Completed,No
CONV08796,CMP148,CUST02463,2025-04-13,Purchase,2722.72,2722.72,Fashion,Desktop,UPI,Completed,No
CONV08797,CMP177,CUST05288,2025-09-21,Purchase,1390.48,1390.48,Personal Care,Mobile,Cash on Delivery,Completed,No
CONV08798,CMP053,CUST05081,2025-05-09,Purchase,425.73,425.73,Personal Care,Mobile,UPI,Completed,No
CONV08799,CMP028,CUST00871,2025-04-09,Purchase,470.33,470.33,Personal Care,Desktop,UPI,Completed,No
CONV08800,CMP097,CUST09752,2025-01-19,Purchase,3202.02,3202.02,Electronics,Mobile,UPI,Completed,No
CONV08801,CMP066,CUST04868,2025-06-28,Purchase,911.76,911.76,Personal Care,Mobile,UPI,Completed,No
CONV08802,CMP090,CUST00701,2025-06-18,Purchase,771.88,771.88,Books,Mobile,Cash on Delivery,Completed,No
CONV08803,CMP068,CUST01564,2025-08-10,Lead,0.00,0.00,Beauty,Mobile,Credit Card,Completed,No
CONV08804,CMP037,CUST00533,2025-01-12,Lead,250.00,250.00,Electronics,Mobile,Debit Card,Completed,Yes
CONV08805,CMP053,CUST06098,2025-05-15,Purchase,729.75,729.75,Books,Desktop,Credit Card,Completed,No
CONV08806,CMP018,CUST00958,2025-06-24,Purchase,345.37,345.37,Books,Mobile,UPI,Completed,No
CONV08807,CMP023,CUST07495,2025-11-08,Lead,500.00,500.00,Books,Desktop,Credit Card,Completed,Yes
CONV08808,CMP141,CUST04596,2025-09-15,Purchase,1565.25,1565.25,Fashion,Mobile,Credit Card,Completed,No
CONV08809,CMP106,CUST07658,2025-10-15,App Signup,0.00,0.00,Beauty,Mobile,Credit Card,Completed,No
CONV08810,CMP150,CUST05518,2025-06-11,Purchase,2466.11,2466.11,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV08811,CMP124,CUST00725,2025-04-13,Purchase,1182.78,1182.78,Books,Mobile,UPI,Completed,No
CONV08812,CMP089,CUST00859,2025-05-07,Purchase,0.00,1107.27,Books,Desktop,Cash on Delivery,Pending,No
CONV08813,CMP152,CUST04798,2025-08-23,App Signup,250.00,250.00,Grocery,Mobile,UPI,Completed,No
CONV08814,CMP033,CUST09060,2025-09-14,Purchase,6661.71,6661.71,Electronics,Mobile,Debit Card,Completed,Yes
CONV08815,CMP153,CUST01962,2025-09-19,Purchase,0.00,5216.63,Electronics,Mobile,Debit Card,Cancelled,No
CONV08816,CMP119,CUST01137,2025-11-10,Subscription,941.70,941.70,Beauty,Desktop,UPI,Completed,No
CONV08817,CMP093,CUST00336,2025-09-20,Purchase,2587.19,2587.19,Fashion,Mobile,UPI,Completed,No
CONV08818,CMP173,CUST08815,2025-05-17,Purchase,627.78,627.78,Fashion,Mobile,Credit Card,Completed,Yes
CONV08819,CMP061,CUST03250,2025-01-18,Purchase,1477.18,1477.18,Books,Mobile,Credit Card,Completed,No
CONV08820,CMP076,CUST01342,2025-04-13,Purchase,730.93,730.93,Fashion,Mobile,Credit Card,Completed,No
CONV08821,CMP101,CUST08878,2025-05-21,Subscription,583.35,583.35,Books,Mobile,Debit Card,Completed,No
CONV08822,CMP111,CUST04188,2025-03-16,App Signup,0.00,0.00,Beauty,Mobile,Debit Card,Completed,No
CONV08823,CMP005,CUST01038,2025-05-18,Purchase,6718.65,6718.65,Electronics,Desktop,UPI,Completed,Yes
CONV08824,CMP083,CUST05476,2025-11-25,Purchase,177.00,177.00,Home & Kitchen,Mobile,Debit Card,Completed,No
CONV08825,CMP082,CUST03781,2025-10-16,Lead,25.11,250.00,Beauty,Mobile,Credit Card,Refunded,No
CONV08826,CMP172,CUST02881,2025-04-11,Purchase,421.53,421.53,Grocery,Mobile,Credit Card,Completed,No
CONV08827,CMP148,CUST01417,2025-04-14,Purchase,1080.01,1080.01,Beauty,Desktop,UPI,Completed,Yes
CONV08828,CMP194,CUST05866,2025-02-19,Subscription,2099.44,2099.44,Beauty,Mobile,Debit Card,Completed,Yes
CONV08829,CMP048,CUST08067,2025-12-11,Purchase,659.22,659.22,Personal Care,Mobile,UPI,Completed,No
CONV08830,CMP186,CUST00963,2025-06-29,Lead,0.00,0.00,Beauty,Desktop,Credit Card,Completed,No
CONV08831,CMP079,CUST07307,2025-07-20,Purchase,1179.11,1179.11,Fashion,Tablet,UPI,Completed,No
CONV08832,CMP051,CUST06573,2025-03-29,Purchase,332.43,332.43,Books,Mobile,Credit Card,Completed,No
CONV08833,CMP069,CUST04757,2025-09-16,Purchase,127.50,127.50,Grocery,Mobile,UPI,Completed,Yes
CONV08834,CMP178,CUST01561,2025-10-22,Purchase,2512.19,2512.19,Electronics,Desktop,UPI,Completed,Yes
CONV08835,CMP016,CUST02205,2025-04-07,App Signup,250.00,250.00,Electronics,Desktop,Wallet,Completed,Yes
CONV08836,CMP043,CUST01784,2025-07-08,App Signup,0.00,0.00,Fitness,Mobile,UPI,Completed,Yes
CONV08837,CMP142,CUST06285,2025-10-09,Purchase,2801.46,2801.46,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV08838,CMP022,CUST08867,2025-10-15,Purchase,2197.16,2197.16,Personal Care,Mobile,UPI,Completed,No
CONV08839,CMP015,CUST05930,2025-03-23,App Signup,250.00,250.00,Grocery,Mobile,Cash on Delivery,Completed,Yes
CONV08840,CMP066,CUST01046,2025-06-14,Purchase,3762.38,3762.38,Electronics,Mobile,UPI,Completed,No
CONV08841,CMP034,CUST04584,2025-10-12,Purchase,2328.40,2328.40,Fashion,Mobile,UPI,Completed,No
CONV08842,CMP191,CUST02406,2025-11-25,Purchase,856.92,856.92,Personal Care,Desktop,Cash on Delivery,Completed,No
CONV08843,CMP126,CUST09257,2025-06-21,Purchase,575.10,575.10,Books,Mobile,Wallet,Completed,Yes
CONV08844,CMP014,CUST06699,2025-02-14,Purchase,626.74,626.74,Fashion,Mobile,Debit Card,Completed,Yes
CONV08845,CMP052,CUST07344,2025-04-21,Purchase,140.33,1265.06,Fashion,Mobile,Credit Card,Refunded,Yes
CONV08846,CMP194,CUST02271,2025-02-01,Purchase,1471.73,1471.73,Personal Care,Desktop,UPI,Completed,No
CONV08847,CMP026,CUST09892,2025-02-21,Purchase,2560.87,2560.87,Home & Kitchen,Mobile,UPI,Completed,Yes
CONV08848,CMP044,CUST04361,2025-08-07,Purchase,1418.02,1418.02,Personal Care,Mobile,Wallet,Completed,No
CONV08849,CMP196,CUST06695,2025-04-11,Subscription,461.26,461.26,Books,Desktop,Debit Card,Completed,No
