Customer_ID,Customer_Segment,City,State,Acquisition_Date,Acquisition_Channel,Customer_Status,Age_Group,Total_Previous_Orders,Lifetime_Value
CUST01507,Regular Customer,Bengaluru,Karnataka,2025-01-24,Paid Search,Active,25-34,7,7561.22
CUST01508,Regular Customer,Bengaluru,Karnataka,2025-11-21,Social Media,Inactive,45-54,8,5025.46
CUST01509,Premium Customer,Lucknow,Uttar Pradesh,2025-08-06,Paid Search,Active,25-34,20,34316.75
CUST01510,Premium Customer,Hyderabad,Telangana,2024-11-10,Referral,Active,35-44,33,21603.41
CUST01511,New Customer,Lucknow,Uttar Pradesh,2024-09-21,Social Media,Active,35-44,1,1991.89
CUST01512,Regular Customer,Indore,Madhya Pradesh,2024-06-24,Display Ads,Active,35-44,5,15427.16
CUST01513,Inactive Customer,Delhi,Delhi,2025-11-16,Email,Inactive,35-44,3,4347.99
CUST01514,Premium Customer,Mumbai,Maharashtra,2024-02-14,Affiliate,Active,25-34,17,26697.89
CUST01515,Premium Customer,Kolkata,West Bengal,2024-05-15,Referral,Active,18-24,15,33081.62
CUST01516,New Customer,Lucknow,Uttar Pradesh,2024-02-25,Paid Search,Active,45-54,0,1935.48
CUST01517,Premium Customer,Chennai,Tamil Nadu,2024-12-30,Social Media,Active,45-54,18,13924.39
CUST01518,Regular Customer,Lucknow,Uttar Pradesh,2024-03-11,Paid Search,Active,25-34,7,4659.11
CUST01519,New Customer,Mumbai,Maharashtra,2025-07-09,Display Ads,Active,18-24,1,2115.99
CUST01520,New Customer,Delhi,Delhi,2025-04-13,Paid Search,Active,35-44,1,1539.42
CUST01521,Regular Customer,Kochi,Kerala,2025-05-31,Display Ads,Inactive,45-54,10,14460.58
CUST01522,Premium Customer,Lucknow,Uttar Pradesh,2025-01-25,Social Media,Active,25-34,33,29284.37
CUST01523,New Customer,Kolkata,West Bengal,2024-02-08,Referral,Active,25-34,1,2223.41
CUST01524,Regular Customer,Jaipur,Rajasthan,2024-10-14,Affiliate,Active,45-54,8,9814.37
CUST01525,New Customer,Bengaluru,Karnataka,2024-05-16,Email,Active,25-34,0,1913.82
CUST01526,New Customer,Pune,Maharashtra,2024-08-12,Email,Active,45-54,0,1806.67
CUST01527,Regular Customer,Kolkata,West Bengal,2024-01-11,Display Ads,Active,25-34,8,6753.89
CUST01528,Regular Customer,Indore,Madhya Pradesh,2024-02-27,Email,Active,25-34,4,7149.63
CUST01529,New Customer,Bengaluru,Karnataka,2025-07-07,Email,Active,18-24,1,2643.07
CUST01530,New Customer,Chennai,Tamil Nadu,2025-02-27,Affiliate,Active,25-34,1,2341.49
CUST01531,Regular Customer,Indore,Madhya Pradesh,2024-11-24,Social Media,Active,45-54,8,9901.27
CUST01532,Premium Customer,Bengaluru,Karnataka,2025-04-25,Email,Active,55+,24,24686.92
CUST01533,Regular Customer,Kochi,Kerala,2025-02-07,Display Ads,Active,18-24,6,12433.04
CUST01534,New Customer,Bengaluru,Karnataka,2024-03-27,Display Ads,Active,55+,0,1563.25
CUST01535,Regular Customer,Jaipur,Rajasthan,2025-09-20,Affiliate,Active,55+,12,12850.97
CUST01536,New Customer,Lucknow,Uttar Pradesh,2024-04-16,Email,Active,18-24,1,807.82
CUST01537,New Customer,Bengaluru,Karnataka,2025-05-19,Email,Active,18-24,1,1426.74
CUST01538,Regular Customer,Bengaluru,Karnataka,2024-11-24,Paid Search,Active,35-44,11,8294.02
CUST01539,Regular Customer,Kochi,Kerala,2024-07-19,Social Media,Active,25-34,6,2603.96
CUST01540,Inactive Customer,Lucknow,Uttar Pradesh,2024-01-13,Display Ads,Inactive,35-44,3,5321.05
CUST01541,Regular Customer,Indore,Madhya Pradesh,2025-09-18,Social Media,Inactive,25-34,5,4595.51
CUST01542,Premium Customer,Lucknow,Uttar Pradesh,2025-02-28,Affiliate,Active,25-34,13,26253.05
CUST01543,Regular Customer,Chennai,Tamil Nadu,2024-01-18,Paid Search,Active,35-44,3,7320.66
CUST01544,New Customer,Bengaluru,Karnataka,2024-10-19,Paid Search,Active,35-44,0,1707.58
CUST01545,Regular Customer,Kochi,Kerala,2024-08-26,Display Ads,Active,25-34,5,7819.69
CUST01546,Regular Customer,Ahmedabad,Gujarat,2024-12-09,Email,Active,25-34,11,7463.41
CUST01547,New Customer,Mumbai,Maharashtra,2025-07-05,Affiliate,Active,18-24,0,1695.87
CUST01548,Premium Customer,Bengaluru,Karnataka,2025-01-16,Affiliate,Active,35-44,29,20898.01
CUST01549,Regular Customer,Jaipur,Rajasthan,2025-02-15,Referral,Active,35-44,2,6589.75
CUST01550,New Customer,Indore,Madhya Pradesh,2025-02-01,Paid Search,Active,25-34,0,1705.41
CUST01551,Premium Customer,Chennai,Tamil Nadu,2025-02-01,Email,Active,25-34,35,25894.75
CUST01552,New Customer,Bengaluru,Karnataka,2024-05-24,Display Ads,Active,18-24,1,711.76
CUST01553,Regular Customer,Bengaluru,Karnataka,2025-06-28,Affiliate,Active,18-24,3,15496.30
CUST01554,Regular Customer,Lucknow,Uttar Pradesh,2025-02-20,Paid Search,Active,35-44,11,6316.84
CUST01555,New Customer,Pune,Maharashtra,2025-03-18,Email,Active,25-34,1,1738.59
CUST01556,Regular Customer,Jaipur,Rajasthan,2024-04-08,Paid Search,Active,25-34,7,7911.83
CUST01557,Regular Customer,Delhi,Delhi,2024-01-02,Social Media,Active,35-44,10,14394.20
CUST01558,Regular Customer,Pune,Maharashtra,2025-06-30,Affiliate,Active,25-34,4,6247.45
CUST01559,Inactive Customer,Jaipur,Rajasthan,2024-07-30,Paid Search,Inactive,18-24,4,4573.98
CUST01560,Inactive Customer,Indore,Madhya Pradesh,2025-02-16,Referral,Inactive,18-24,2,5848.25
CUST01561,New Customer,Mumbai,Maharashtra,2025-11-10,Paid Search,Active,25-34,0,2438.13
CUST01562,Regular Customer,Kochi,Kerala,2024-03-05,Social Media,Active,18-24,7,11292.20
CUST01563,Regular Customer,Pune,Maharashtra,2025-10-06,Affiliate,Active,25-34,11,4131.75
CUST01564,Regular Customer,Mumbai,Maharashtra,2025-04-23,Paid Search,Inactive,35-44,8,3491.73
CUST01565,Premium Customer,Lucknow,Uttar Pradesh,2025-10-20,Display Ads,Active,35-44,30,19728.17
CUST01566,Regular Customer,Kochi,Kerala,2025-01-12,Affiliate,Active,18-24,10,11990.38
CUST01567,New Customer,Kolkata,West Bengal,2025-09-23,Social Media,Active,25-34,0,1048.06
CUST01568,Regular Customer,Bengaluru,Karnataka,2025-09-14,Social Media,Active,55+,9,6182.90
CUST01569,New Customer,Hyderabad,Telangana,2025-03-24,Paid Search,Active,25-34,1,999.60
CUST01570,Premium Customer,Lucknow,Uttar Pradesh,2024-10-18,Affiliate,Active,18-24,10,21981.04
CUST01571,New Customer,Kolkata,West Bengal,2025-04-14,Paid Search,Active,18-24,1,2324.51
CUST01572,New Customer,Lucknow,Uttar Pradesh,2025-10-17,Email,Active,25-34,1,1790.91
CUST01573,New Customer,Kolkata,West Bengal,2025-02-13,Paid Search,Active,18-24,1,2584.83
CUST01574,New Customer,Delhi,Delhi,2025-07-06,Affiliate,Active,35-44,0,1889.53
CUST01575,Regular Customer,Lucknow,Uttar Pradesh,2025-04-30,Social Media,Active,25-34,3,3549.05
CUST01576,New Customer,Pune,Maharashtra,2024-08-05,Social Media,Active,45-54,0,2435.58
CUST01577,Regular Customer,Lucknow,Uttar Pradesh,2024-07-27,Referral,Active,35-44,7,11008.30
CUST01578,Regular Customer,Hyderabad,Telangana,2025-08-06,Display Ads,Inactive,25-34,10,10403.77
CUST01579,Regular Customer,Bengaluru,Karnataka,2025-10-20,Referral,Active,25-34,2,3069.94
CUST01580,New Customer,Hyderabad,Telangana,2025-09-01,Social Media,Active,45-54,0,2378.93
CUST01581,New Customer,Chennai,Tamil Nadu,2024-02-09,Social Media,Active,25-34,1,2826.87
CUST01582,Premium Customer,Ahmedabad,Gujarat,2024-07-07,Social Media,Active,35-44,27,39382.71
CUST01583,Premium Customer,Kolkata,West Bengal,2024-09-21,Paid Search,Active,25-34,23,23519.69
CUST01584,New Customer,Bengaluru,Karnataka,2024-08-25,Paid Search,Active,35-44,0,2290.70
CUST01585,New Customer,Delhi,Delhi,2025-12-19,Email,Active,35-44,0,1072.56
CUST01586,New Customer,Kolkata,West Bengal,2025-10-17,Social Media,Active,35-44,0,2368.76
CUST01587,Regular Customer,Delhi,Delhi,2025-07-23,Paid Search,Active,35-44,12,10988.81
CUST01588,New Customer,Chennai,Tamil Nadu,2024-04-28,Referral,Active,25-34,1,2534.08
CUST01589,New Customer,Indore,Madhya Pradesh,2024-11-11,Paid Search,Active,18-24,0,1549.48
CUST01590,Premium Customer,Kolkata,West Bengal,2024-10-29,Referral,Active,25-34,11,35620.82
CUST01591,New Customer,Hyderabad,Telangana,2025-09-09,Paid Search,Active,18-24,0,1023.21
CUST01592,Regular Customer,Mumbai,Maharashtra,2024-09-02,Affiliate,Active,35-44,8,9285.29
CUST01593,Premium Customer,Chennai,Tamil Nadu,2025-05-06,Paid Search,Active,25-34,8,30533.07
CUST01594,Regular Customer,Hyderabad,Telangana,2025-11-07,Social Media,Active,18-24,7,6023.31
CUST01595,Premium Customer,Lucknow,Uttar Pradesh,2024-12-30,Social Media,Active,25-34,23,21151.18
CUST01596,Regular Customer,Bengaluru,Karnataka,2025-02-11,Social Media,Active,25-34,6,15129.69
CUST01597,Regular Customer,Ahmedabad,Gujarat,2025-03-16,Social Media,Active,35-44,7,8429.82
CUST01598,Inactive Customer,Jaipur,Rajasthan,2025-12-01,Social Media,Inactive,45-54,2,3534.14
CUST01599,Regular Customer,Bengaluru,Karnataka,2025-02-03,Social Media,Active,25-34,10,3542.62
CUST01600,Regular Customer,Bengaluru,Karnataka,2025-01-14,Social Media,Active,18-24,7,3923.16
CUST01601,New Customer,Lucknow,Uttar Pradesh,2024-05-26,Affiliate,Active,45-54,0,1697.84
CUST01602,Regular Customer,Hyderabad,Telangana,2024-07-11,Social Media,Inactive,45-54,3,4712.26
CUST01603,Inactive Customer,Hyderabad,Telangana,2024-04-11,Email,Churned,25-34,8,4257.47
CUST01604,Regular Customer,Delhi,Delhi,2024-08-02,Social Media,Active,55+,8,7144.75
CUST01605,New Customer,Jaipur,Rajasthan,2024-12-10,Email,Active,45-54,0,2142.21
CUST01606,Regular Customer,Ahmedabad,Gujarat,2024-08-14,Email,Active,35-44,3,6039.02
CUST01607,New Customer,Kochi,Kerala,2025-11-15,Social Media,Active,18-24,1,2832.44
CUST01608,New Customer,Jaipur,Rajasthan,2025-08-10,Social Media,Active,35-44,1,1930.26
CUST01609,Regular Customer,Kochi,Kerala,2025-07-01,Display Ads,Active,25-34,10,11706.74
CUST01610,Inactive Customer,Mumbai,Maharashtra,2025-12-14,Paid Search,Inactive,25-34,7,4547.41
CUST01611,Regular Customer,Kochi,Kerala,2025-08-04,Paid Search,Active,45-54,5,9333.35
CUST01612,New Customer,Ahmedabad,Gujarat,2025-10-10,Paid Search,Active,25-34,1,1587.94
CUST01613,Regular Customer,Lucknow,Uttar Pradesh,2024-07-09,Email,Active,18-24,7,11097.70
CUST01614,Inactive Customer,Jaipur,Rajasthan,2025-04-27,Social Media,Inactive,35-44,1,4923.16
CUST01615,Regular Customer,Ahmedabad,Gujarat,2024-12-17,Paid Search,Active,18-24,6,7262.52
CUST01616,Regular Customer,Mumbai,Maharashtra,2025-12-14,Social Media,Active,25-34,7,10679.27
CUST01617,New Customer,Hyderabad,Telangana,2025-01-17,Paid Search,Active,25-34,0,2963.26
CUST01618,Premium Customer,Jaipur,Rajasthan,2024-09-26,Paid Search,Active,25-34,16,45148.18
CUST01619,Inactive Customer,Delhi,Delhi,2025-08-12,Display Ads,Churned,35-44,1,2900.77
CUST01620,Inactive Customer,Kochi,Kerala,2025-08-06,Display Ads,Inactive,45-54,5,4931.48
CUST01621,New Customer,Chennai,Tamil Nadu,2024-08-30,Email,Active,55+,1,2281.44
CUST01622,Inactive Customer,Jaipur,Rajasthan,2024-05-02,Email,Churned,25-34,5,5486.95
CUST01623,Regular Customer,Delhi,Delhi,2025-06-19,Paid Search,Active,25-34,10,5747.48
CUST01624,New Customer,Ahmedabad,Gujarat,2025-05-01,Social Media,Active,35-44,1,1595.95
CUST01625,Inactive Customer,Mumbai,Maharashtra,2024-12-23,Paid Search,Inactive,25-34,7,5126.42
CUST01626,Inactive Customer,Pune,Maharashtra,2024-03-10,Social Media,Inactive,18-24,1,4019.20
CUST01627,New Customer,Hyderabad,Telangana,2024-02-27,Paid Search,Active,35-44,1,2155.20
CUST01628,New Customer,Mumbai,Maharashtra,2025-05-09,Referral,Active,18-24,1,2057.06
CUST01629,Regular Customer,Kochi,Kerala,2025-05-01,Paid Search,Active,18-24,8,9553.05
CUST01630,New Customer,Hyderabad,Telangana,2025-12-11,Email,Active,25-34,0,2177.94
CUST01631,Regular Customer,Ahmedabad,Gujarat,2024-04-11,Email,Active,45-54,5,12948.24
CUST01632,New Customer,Pune,Maharashtra,2024-12-09,Paid Search,Active,25-34,0,1859.65
CUST01633,Regular Customer,Jaipur,Rajasthan,2024-01-11,Affiliate,Active,55+,9,10388.44
CUST01634,Premium Customer,Pune,Maharashtra,2024-08-09,Email,Active,25-34,14,26765.80
CUST01635,Regular Customer,Ahmedabad,Gujarat,2025-06-05,Paid Search,Active,45-54,3,6982.06
CUST01636,Premium Customer,Hyderabad,Telangana,2024-04-24,Email,Active,45-54,26,26160.68
CUST01637,New Customer,Kolkata,West Bengal,2024-09-07,Paid Search,Active,18-24,1,1831.56
CUST01638,Regular Customer,Indore,Madhya Pradesh,2024-05-27,Display Ads,Active,55+,4,6380.90
CUST01639,New Customer,Kochi,Kerala,2024-10-05,Social Media,Active,35-44,1,2254.48
CUST01640,New Customer,Chennai,Tamil Nadu,2024-05-13,Social Media,Active,55+,1,1390.62
CUST01641,New Customer,Indore,Madhya Pradesh,2024-12-19,Email,Active,55+,1,1932.04
CUST01642,Regular Customer,Jaipur,Rajasthan,2024-04-03,Display Ads,Inactive,45-54,8,9559.90
CUST01643,New Customer,Ahmedabad,Gujarat,2025-07-23,Social Media,Active,25-34,1,2291.24
CUST01644,New Customer,Kolkata,West Bengal,2025-06-07,Email,Active,25-34,0,2303.12
CUST01645,New Customer,Lucknow,Uttar Pradesh,2025-03-23,Referral,Active,55+,1,886.11
CUST01646,Regular Customer,Ahmedabad,Gujarat,2025-10-02,Paid Search,Inactive,25-34,5,6804.71
CUST01647,Inactive Customer,Kolkata,West Bengal,2024-02-10,Email,Churned,55+,7,3547.42
CUST01648,Premium Customer,Delhi,Delhi,2025-05-18,Paid Search,Active,18-24,19,34790.40
CUST01649,Regular Customer,Pune,Maharashtra,2025-01-20,Social Media,Active,35-44,6,4951.68
CUST01650,Inactive Customer,Lucknow,Uttar Pradesh,2024-05-04,Affiliate,Churned,25-34,1,4769.05
CUST01651,Regular Customer,Kochi,Kerala,2024-08-28,Affiliate,Active,35-44,12,13744.41
CUST01652,Regular Customer,Kochi,Kerala,2024-02-15,Referral,Active,55+,2,6904.97
CUST01653,Regular Customer,Jaipur,Rajasthan,2024-09-21,Paid Search,Active,25-34,5,13200.76
CUST01654,New Customer,Ahmedabad,Gujarat,2024-04-09,Email,Active,35-44,0,1922.58
CUST01655,Regular Customer,Indore,Madhya Pradesh,2024-09-22,Display Ads,Active,18-24,10,9354.34
CUST01656,New Customer,Delhi,Delhi,2024-09-01,Social Media,Active,35-44,1,1897.65
CUST01657,Regular Customer,Hyderabad,Telangana,2024-10-06,Display Ads,Active,18-24,8,8701.79
CUST01658,Regular Customer,Bengaluru,Karnataka,2025-07-06,Social Media,Active,35-44,10,7620.59
CUST01659,New Customer,Pune,Maharashtra,2025-02-04,Email,Active,25-34,0,1559.94
CUST01660,Regular Customer,Chennai,Tamil Nadu,2024-07-16,Email,Active,18-24,6,8993.99
CUST01661,New Customer,Lucknow,Uttar Pradesh,2025-07-27,Email,Active,35-44,0,2044.76
CUST01662,Regular Customer,Chennai,Tamil Nadu,2024-01-19,Social Media,Active,25-34,12,9976.47
CUST01663,New Customer,Pune,Maharashtra,2025-02-22,Display Ads,Active,35-44,0,1090.71
CUST01664,New Customer,Bengaluru,Karnataka,2024-05-10,Paid Search,Active,25-34,1,1511.11
CUST01665,New Customer,Chennai,Tamil Nadu,2025-03-15,Email,Active,18-24,1,1414.99
CUST01666,Regular Customer,Kolkata,West Bengal,2024-08-12,Paid Search,Active,25-34,8,13684.35
CUST01667,Premium Customer,Kochi,Kerala,2025-10-02,Referral,Active,25-34,23,25497.80
CUST01668,Inactive Customer,Bengaluru,Karnataka,2024-04-13,Social Media,Churned,45-54,3,5561.37
CUST01669,Premium Customer,Kochi,Kerala,2024-12-25,Affiliate,Active,25-34,35,25407.79
CUST01670,Regular Customer,Jaipur,Rajasthan,2024-10-03,Social Media,Active,25-34,9,10240.66
CUST01671,Regular Customer,Pune,Maharashtra,2024-04-21,Paid Search,Active,25-34,10,17483.34
CUST01672,New Customer,Pune,Maharashtra,2025-03-05,Social Media,Active,45-54,1,1729.83
CUST01673,Regular Customer,Lucknow,Uttar Pradesh,2024-12-30,Display Ads,Active,18-24,7,12163.65
CUST01674,New Customer,Mumbai,Maharashtra,2025-09-19,Email,Active,35-44,1,1868.61
CUST01675,New Customer,Delhi,Delhi,2024-12-11,Social Media,Active,55+,1,1674.48
CUST01676,New Customer,Ahmedabad,Gujarat,2024-01-19,Email,Active,45-54,1,1038.02
CUST01677,New Customer,Hyderabad,Telangana,2024-10-12,Social Media,Active,18-24,0,2269.49
CUST01678,Regular Customer,Delhi,Delhi,2024-04-12,Paid Search,Active,35-44,2,11162.14
CUST01679,Premium Customer,Jaipur,Rajasthan,2025-09-29,Affiliate,Active,25-34,10,27453.14
CUST01680,Regular Customer,Kochi,Kerala,2024-04-11,Affiliate,Active,35-44,12,9103.95
CUST01681,Premium Customer,Bengaluru,Karnataka,2024-12-29,Social Media,Active,45-54,16,19511.31
CUST01682,Regular Customer,Pune,Maharashtra,2024-03-19,Email,Active,25-34,9,7731.28
CUST01683,Regular Customer,Bengaluru,Karnataka,2025-11-23,Paid Search,Active,18-24,10,3609.93
CUST01684,New Customer,Ahmedabad,Gujarat,2024-01-29,Social Media,Active,35-44,0,1993.91
CUST01685,Inactive Customer,Indore,Madhya Pradesh,2024-09-14,Affiliate,Inactive,35-44,2,2548.01
CUST01686,Premium Customer,Mumbai,Maharashtra,2024-01-08,Paid Search,Active,25-34,25,23682.09
CUST01687,New Customer,Jaipur,Rajasthan,2024-06-22,Paid Search,Active,55+,1,2170.19
CUST01688,Regular Customer,Mumbai,Maharashtra,2024-02-08,Paid Search,Active,35-44,11,14056.75
CUST01689,Regular Customer,Pune,Maharashtra,2025-03-29,Display Ads,Inactive,45-54,3,9157.66
CUST01690,New Customer,Bengaluru,Karnataka,2024-02-26,Referral,Active,25-34,0,3026.12
CUST01691,New Customer,Chennai,Tamil Nadu,2025-10-26,Social Media,Active,25-34,1,1516.43
CUST01692,Regular Customer,Hyderabad,Telangana,2024-08-13,Affiliate,Active,45-54,2,4358.45
CUST01693,Premium Customer,Chennai,Tamil Nadu,2024-02-17,Referral,Active,35-44,19,15605.46
CUST01694,Regular Customer,Ahmedabad,Gujarat,2024-09-07,Email,Active,25-34,12,12506.28
CUST01695,Premium Customer,Mumbai,Maharashtra,2024-10-09,Referral,Active,25-34,16,9169.87
CUST01696,Regular Customer,Delhi,Delhi,2024-11-24,Paid Search,Inactive,18-24,4,9345.07
CUST01697,Regular Customer,Delhi,Delhi,2025-07-30,Display Ads,Active,45-54,10,7815.59
CUST01698,New Customer,Kolkata,West Bengal,2025-01-27,Referral,Active,35-44,0,2078.13
CUST01699,Premium Customer,Ahmedabad,Gujarat,2025-04-24,Social Media,Active,25-34,19,24001.10
CUST01700,Premium Customer,Hyderabad,Telangana,2025-05-07,Paid Search,Active,25-34,29,26769.09
CUST01701,Premium Customer,Pune,Maharashtra,2025-03-28,Email,Active,35-44,34,17943.87
CUST01702,New Customer,Chennai,Tamil Nadu,2025-02-07,Referral,Active,25-34,1,1788.59
CUST01703,New Customer,Ahmedabad,Gujarat,2024-01-11,Referral,Active,25-34,1,2740.64
CUST01704,Inactive Customer,Jaipur,Rajasthan,2025-02-14,Referral,Inactive,25-34,3,6986.54
CUST01705,Premium Customer,Jaipur,Rajasthan,2025-09-13,Social Media,Active,25-34,29,29217.05
CUST01706,Regular Customer,Pune,Maharashtra,2025-01-14,Referral,Active,35-44,6,5366.49
CUST01707,Regular Customer,Bengaluru,Karnataka,2025-08-14,Display Ads,Active,25-34,3,6807.36
CUST01708,New Customer,Kolkata,West Bengal,2025-04-30,Affiliate,Active,35-44,1,2009.51
CUST01709,New Customer,Pune,Maharashtra,2025-06-23,Display Ads,Active,25-34,1,563.20
CUST01710,New Customer,Kochi,Kerala,2025-10-20,Affiliate,Active,35-44,0,1981.12
CUST01711,Regular Customer,Kolkata,West Bengal,2024-05-03,Email,Active,25-34,3,11463.14
CUST01712,Regular Customer,Jaipur,Rajasthan,2025-07-20,Referral,Inactive,18-24,2,9925.55
CUST01713,Premium Customer,Lucknow,Uttar Pradesh,2024-07-02,Referral,Active,45-54,13,52146.05
CUST01714,Regular Customer,Bengaluru,Karnataka,2024-10-02,Social Media,Active,45-54,3,8709.99
CUST01715,Inactive Customer,Pune,Maharashtra,2024-03-23,Paid Search,Inactive,25-34,1,5905.74
CUST01716,New Customer,Kolkata,West Bengal,2024-10-13,Social Media,Active,35-44,1,1180.96
CUST01717,Inactive Customer,Ahmedabad,Gujarat,2025-07-22,Affiliate,Inactive,35-44,1,4067.11
CUST01718,Premium Customer,Lucknow,Uttar Pradesh,2025-07-17,Social Media,Active,18-24,30,10732.31
CUST01719,New Customer,Kolkata,West Bengal,2024-03-30,Affiliate,Active,18-24,0,1959.08
CUST01720,Regular Customer,Ahmedabad,Gujarat,2025-04-08,Display Ads,Active,25-34,12,13508.57
CUST01721,Regular Customer,Delhi,Delhi,2024-09-28,Display Ads,Active,55+,2,5043.15
CUST01722,Premium Customer,Ahmedabad,Gujarat,2024-01-23,Social Media,Active,45-54,25,25592.92
CUST01723,Regular Customer,Bengaluru,Karnataka,2024-06-18,Social Media,Active,18-24,3,10714.84
CUST01724,New Customer,Delhi,Delhi,2024-06-09,Paid Search,Active,18-24,1,1486.41
CUST01725,Premium Customer,Bengaluru,Karnataka,2025-10-29,Paid Search,Active,35-44,35,40304.89
CUST01726,New Customer,Pune,Maharashtra,2025-02-18,Affiliate,Active,25-34,1,2656.89
CUST01727,Regular Customer,Delhi,Delhi,2024-06-16,Email,Active,45-54,4,6016.97
CUST01728,Premium Customer,Hyderabad,Telangana,2024-04-02,Paid Search,Active,45-54,9,38373.79
CUST01729,Regular Customer,Lucknow,Uttar Pradesh,2024-05-17,Social Media,Active,25-34,3,12123.21
CUST01730,Inactive Customer,Mumbai,Maharashtra,2025-01-28,Referral,Inactive,25-34,5,3893.21
CUST01731,Regular Customer,Mumbai,Maharashtra,2024-07-04,Social Media,Active,55+,9,11461.15
CUST01732,New Customer,Kolkata,West Bengal,2025-11-14,Email,Active,35-44,1,2157.03
CUST01733,Regular Customer,Mumbai,Maharashtra,2024-08-22,Email,Inactive,18-24,2,5523.31
CUST01734,Regular Customer,Bengaluru,Karnataka,2024-03-05,Paid Search,Active,35-44,5,3533.41
CUST01735,New Customer,Bengaluru,Karnataka,2025-10-17,Email,Active,25-34,0,1123.96
CUST01736,Regular Customer,Bengaluru,Karnataka,2024-09-14,Affiliate,Active,25-34,4,8628.44
CUST01737,Premium Customer,Jaipur,Rajasthan,2025-08-27,Paid Search,Active,25-34,17,16340.19
CUST01738,Premium Customer,Delhi,Delhi,2025-08-26,Email,Active,25-34,11,26447.14
CUST01739,Regular Customer,Jaipur,Rajasthan,2025-03-19,Paid Search,Active,35-44,2,5384.46
CUST01740,Inactive Customer,Bengaluru,Karnataka,2024-11-24,Social Media,Inactive,25-34,7,2248.44
CUST01741,Regular Customer,Bengaluru,Karnataka,2024-06-21,Email,Active,25-34,6,8895.86
CUST01742,New Customer,Chennai,Tamil Nadu,2024-04-18,Paid Search,Active,25-34,0,1543.32
CUST01743,New Customer,Ahmedabad,Gujarat,2024-09-14,Email,Active,35-44,0,2027.82
CUST01744,Regular Customer,Bengaluru,Karnataka,2024-01-14,Email,Active,45-54,8,7454.39
CUST01745,Premium Customer,Chennai,Tamil Nadu,2024-02-23,Paid Search,Active,18-24,14,41802.77
CUST01746,Premium Customer,Kochi,Kerala,2025-08-11,Email,Active,45-54,19,33046.16
CUST01747,New Customer,Mumbai,Maharashtra,2025-08-29,Social Media,Active,35-44,0,1576.63
CUST01748,Regular Customer,Chennai,Tamil Nadu,2025-02-13,Referral,Active,45-54,12,5908.34
CUST01749,New Customer,Ahmedabad,Gujarat,2025-06-22,Affiliate,Active,35-44,1,1852.93
CUST01750,Regular Customer,Delhi,Delhi,2024-07-29,Paid Search,Active,35-44,8,10926.31
CUST01751,New Customer,Ahmedabad,Gujarat,2024-07-23,Email,Active,25-34,0,2219.70
CUST01752,Regular Customer,Ahmedabad,Gujarat,2025-05-03,Paid Search,Active,55+,2,7473.90
CUST01753,Premium Customer,Hyderabad,Telangana,2024-03-12,Affiliate,Active,35-44,35,35306.17
CUST01754,New Customer,Lucknow,Uttar Pradesh,2024-11-02,Paid Search,Active,25-34,0,2268.63
CUST01755,New Customer,Kolkata,West Bengal,2024-10-02,Social Media,Active,55+,1,2012.30
CUST01756,Regular Customer,Bengaluru,Karnataka,2024-10-27,Paid Search,Active,25-34,5,5440.82
CUST01757,Regular Customer,Delhi,Delhi,2024-09-29,Paid Search,Active,35-44,12,7134.75
CUST01758,New Customer,Hyderabad,Telangana,2025-02-04,Affiliate,Active,25-34,1,1544.35
CUST01759,New Customer,Mumbai,Maharashtra,2025-03-13,Social Media,Active,25-34,0,1757.27
CUST01760,New Customer,Kolkata,West Bengal,2025-01-19,Paid Search,Active,25-34,0,1276.48
CUST01761,Premium Customer,Ahmedabad,Gujarat,2024-05-14,Affiliate,Active,35-44,20,20850.48
CUST01762,New Customer,Lucknow,Uttar Pradesh,2024-03-02,Affiliate,Active,25-34,0,2190.59
CUST01763,Regular Customer,Pune,Maharashtra,2025-10-27,Email,Active,35-44,2,5558.17
CUST01764,New Customer,Kolkata,West Bengal,2025-03-11,Paid Search,Active,45-54,0,2597.40
CUST01765,Regular Customer,Kolkata,West Bengal,2024-05-03,Paid Search,Active,18-24,4,3213.18
CUST01766,Premium Customer,Pune,Maharashtra,2025-04-07,Email,Active,25-34,14,35104.56
CUST01767,Regular Customer,Delhi,Delhi,2024-07-28,Social Media,Active,25-34,12,7398.28
CUST01768,Premium Customer,Kochi,Kerala,2025-10-14,Email,Active,25-34,35,12790.35
CUST01769,Regular Customer,Hyderabad,Telangana,2025-07-28,Affiliate,Active,35-44,3,7603.85
CUST01770,Premium Customer,Ahmedabad,Gujarat,2025-08-14,Social Media,Active,35-44,14,17023.00
CUST01771,Premium Customer,Lucknow,Uttar Pradesh,2024-06-12,Affiliate,Active,25-34,25,18990.70
CUST01772,Regular Customer,Kolkata,West Bengal,2024-01-07,Email,Active,25-34,6,10360.20
CUST01773,Regular Customer,Kochi,Kerala,2025-12-04,Email,Inactive,25-34,3,11579.59
CUST01774,Regular Customer,Lucknow,Uttar Pradesh,2025-03-04,Social Media,Active,25-34,2,8296.76
CUST01775,New Customer,Chennai,Tamil Nadu,2025-09-13,Affiliate,Active,35-44,0,1543.43
CUST01776,New Customer,Kochi,Kerala,2025-07-05,Display Ads,Active,35-44,0,1402.97
CUST01777,New Customer,Indore,Madhya Pradesh,2025-10-22,Affiliate,Active,25-34,0,2414.49
